"secao","nome_secao","divisao","nome_divisao","grupo","nome_grupo","notas_explicativas"
"C","INDÚSTRIAS DE TRANSFORMAÇÃO","16","FABRICAÇÃO DE PRODUTOS DE MADEIRA","16.2",". Fabricação de produtos de madeira, cortiça e material trançado, exceto móveis","Esta divisão compreende, a fabricação de madeira serrada, laminada, compensada, prensada e aglomerada e de produtos de madeira para construção, para embalagem, para uso industrial, comercial e doméstico.Esta divisão compreende também a imunização da madeira e a fabricação de produtos de cortiça, bambu, vime, junco, palha e outros materiais trançados.Esta divisão não compreende a fabricação de móveis de madeira, bambu e materiais semelhantes (divisão 31). "
"C","INDÚSTRIAS DE TRANSFORMAÇÃO","17","FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL","17.1",". Fabricação de celulose e outras pastas para a fabricação de papel","Esta divisão compreende a fabricação de polpa, papel, papel-cartão e papelão e de produtos fabricados com papel, papel-cartão ou papelão ondulado, mesmo impressos, desde que a impressão de informação não seja a finalidade principal do produtoEsta divisão compreende também a fabricação de polpa moldada (produtos obtidos a partir de pastas químicas ou mecânicas e/ou aparas, na forma desejada e para uso específico) "
"C","INDÚSTRIAS DE TRANSFORMAÇÃO","17","FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL","17.2",". Fabricação de papel, cartolina e papel-cartão","Esta divisão compreende a fabricação de polpa, papel, papel-cartão e papelão e de produtos fabricados com papel, papel-cartão ou papelão ondulado, mesmo impressos, desde que a impressão de informação não seja a finalidade principal do produtoEsta divisão compreende também a fabricação de polpa moldada (produtos obtidos a partir de pastas químicas ou mecânicas e/ou aparas, na forma desejada e para uso específico) "
"C","INDÚSTRIAS DE TRANSFORMAÇÃO","17","FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL","17.3",". Fabricação de embalagens de papel, cartolina, papel-cartão e papelão ondulado","Esta divisão compreende a fabricação de polpa, papel, papel-cartão e papelão e de produtos fabricados com papel, papel-cartão ou papelão ondulado, mesmo impressos, desde que a impressão de informação não seja a finalidade principal do produtoEsta divisão compreende também a fabricação de polpa moldada (produtos obtidos a partir de pastas químicas ou mecânicas e/ou aparas, na forma desejada e para uso específico) "
"C","INDÚSTRIAS DE TRANSFORMAÇÃO","17","FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL","17.4",". Fabricação de produtos diversos de papel, cartolina, papel-cartão e papelão ondulado","Esta divisão compreende a fabricação de polpa, papel, papel-cartão e papelão e de produtos fabricados com papel, papel-cartão ou papelão ondulado, mesmo impressos, desde que a impressão de informação não seja a finalidade principal do produtoEsta divisão compreende também a fabricação de polpa moldada (produtos obtidos a partir de pastas químicas ou mecânicas e/ou aparas, na forma desejada e para uso específico) "
"C","INDÚSTRIAS DE TRANSFORMAÇÃO","18","IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES","18.1",". Atividade de impressão","A atividade de impressão compreende a contratação de um produto industrial final pronto, onde o contratado é responsável por todo o processo, desde a aquisição da matéria-prima até o produto final.Esta divisão compreende a impressão, por qualquer processo (ofsete, flexografia, serigrafia, etc), em qualquer material (papel, plástico, couro, tecidos, etc.) de jornais, livros, revistas e outros periódicos, formulários, cartões comemorativos, etc. e as atividades de apoio como pré-impressão, acabamentos, etc.Esta divisão compreende também a reprodução de mídia gravada, tais como CDs, gravações de vídeo, softwares, etc.Esta divisão não compreende as atividades de edição e de edição integrada à impressão (divisão 58). "
"C","INDÚSTRIAS DE TRANSFORMAÇÃO","18","IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES","18.2",". Serviços de pré-impressão e acabamentos gráficos","A atividade de impressão compreende a contratação de um produto industrial final pronto, onde o contratado é responsável por todo o processo, desde a aquisição da matéria-prima até o produto final.Esta divisão compreende a impressão, por qualquer processo (ofsete, flexografia, serigrafia, etc), em qualquer material (papel, plástico, couro, tecidos, etc.) de jornais, livros, revistas e outros periódicos, formulários, cartões comemorativos, etc. e as atividades de apoio como pré-impressão, acabamentos, etc.Esta divisão compreende também a reprodução de mídia gravada, tais como CDs, gravações de vídeo, softwares, etc.Esta divisão não compreende as atividades de edição e de edição integrada à impressão (divisão 58). "
"C","INDÚSTRIAS DE TRANSFORMAÇÃO","18","IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES","18.3",". Reprodução de materiais gravados em qualquer suporte","A atividade de impressão compreende a contratação de um produto industrial final pronto, onde o contratado é responsável por todo o processo, desde a aquisição da matéria-prima até o produto final.Esta divisão compreende a impressão, por qualquer processo (ofsete, flexografia, serigrafia, etc), em qualquer material (papel, plástico, couro, tecidos, etc.) de jornais, livros, revistas e outros periódicos, formulários, cartões comemorativos, etc. e as atividades de apoio como pré-impressão, acabamentos, etc.Esta divisão compreende também a reprodução de mídia gravada, tais como CDs, gravações de vídeo, softwares, etc.Esta divisão não compreende as atividades de edição e de edição integrada à impressão (divisão 58). "
"C","INDÚSTRIAS DE TRANSFORMAÇÃO","19","FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS","19.1",". Coquerias","Esta divisão compreende a transformação de carvão mineral em coquerias independentes, o refino do petróleo, a fabricação de álcool para qualquer fim, a fabricação de biodiesel a partir da transesterificação de óleos vegetais ou gorduras animais e a fabricação de outros biocombustíveis.A atividade de refino compreende os beneficiamentos do petróleo cru para a obtenção de produtos como combustíveis (gasolina, óleo diesel, querosene), parafina, asfalto, nafta, etc.A atividade de fabricação do álcool inclui-se nesta divisão, considerando que seu uso principal é como combustível e se constitui em uma das mais importantes alternativas energéticas no país.Esta divisão compreende também a fabricação de produtos a partir de minerais betuminosos, a fabricação de produtos derivados de petróleo produzidos fora de refinarias a atividade de formulação de combustíveis líquidos a partir da mistura de correntes de hidrocarbonetos a atividade de rerrefino de óleos lubrificantes usados.Esta divisão não compreende a extração de petróleo e gás natural (divisão 06); a fabricação de produtos petroquímicos (divisão 20). "
"C","INDÚSTRIAS DE TRANSFORMAÇÃO","19","FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS","19.2",". Fabricação de produtos derivados do petróleo","Esta divisão compreende a transformação de carvão mineral em coquerias independentes, o refino do petróleo, a fabricação de álcool para qualquer fim, a fabricação de biodiesel a partir da transesterificação de óleos vegetais ou gorduras animais e a fabricação de outros biocombustíveis.A atividade de refino compreende os beneficiamentos do petróleo cru para a obtenção de produtos como combustíveis (gasolina, óleo diesel, querosene), parafina, asfalto, nafta, etc.A atividade de fabricação do álcool inclui-se nesta divisão, considerando que seu uso principal é como combustível e se constitui em uma das mais importantes alternativas energéticas no país.Esta divisão compreende também a fabricação de produtos a partir de minerais betuminosos, a fabricação de produtos derivados de petróleo produzidos fora de refinarias a atividade de formulação de combustíveis líquidos a partir da mistura de correntes de hidrocarbonetos a atividade de rerrefino de óleos lubrificantes usados.Esta divisão não compreende a extração de petróleo e gás natural (divisão 06); a fabricação de produtos petroquímicos (divisão 20). "
"C","INDÚSTRIAS DE TRANSFORMAÇÃO","19","FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS","19.3",". Fabricação de biocombustíveis","Esta divisão compreende a transformação de carvão mineral em coquerias independentes, o refino do petróleo, a fabricação de álcool para qualquer fim, a fabricação de biodiesel a partir da transesterificação de óleos vegetais ou gorduras animais e a fabricação de outros biocombustíveis.A atividade de refino compreende os beneficiamentos do petróleo cru para a obtenção de produtos como combustíveis (gasolina, óleo diesel, querosene), parafina, asfalto, nafta, etc.A atividade de fabricação do álcool inclui-se nesta divisão, considerando que seu uso principal é como combustível e se constitui em uma das mais importantes alternativas energéticas no país.Esta divisão compreende também a fabricação de produtos a partir de minerais betuminosos, a fabricação de produtos derivados de petróleo produzidos fora de refinarias a atividade de formulação de combustíveis líquidos a partir da mistura de correntes de hidrocarbonetos a atividade de rerrefino de óleos lubrificantes usados.Esta divisão não compreende a extração de petróleo e gás natural (divisão 06); a fabricação de produtos petroquímicos (divisão 20). "
"C","INDÚSTRIAS DE TRANSFORMAÇÃO","20","FABRICAÇÃO DE PRODUTOS QUÍMICOS","20.1",". Fabricação de produtos químicos inorgânicos","Esta divisão compreende a transformação de matérias-primas orgânicas ou inorgânicas por processos químicos e a formulação de produtos e a produção de gases industriais, fertilizantes, resinas e fibras, defensivos agrícolas e desinfestantes domissanitários, produtos de limpeza e perfumaria, tintas, explosivos e outros produtos químicos.Esta divisão compreende também a fabricação de produtos petroquímicos básicos e intermediários.A química fina e suas especialidades, com especificidades tecnológicas próprias, mesmo não compondo um segmento específico da CNAE, pode ser reconstituída, por aproximação, através da agregação das seguintes subclasses de atividades: (2029-1/00), (2051-7/00), (2093-2/00), (2094-1/00), (2110-6/00), (2121-1/01), (2121-1/02), (2121-1/03) e (2122-0/00). "
"C","INDÚSTRIAS DE TRANSFORMAÇÃO","20","FABRICAÇÃO DE PRODUTOS QUÍMICOS","20.2",". Fabricação de produtos químicos orgânicos","Esta divisão compreende a transformação de matérias-primas orgânicas ou inorgânicas por processos químicos e a formulação de produtos e a produção de gases industriais, fertilizantes, resinas e fibras, defensivos agrícolas e desinfestantes domissanitários, produtos de limpeza e perfumaria, tintas, explosivos e outros produtos químicos.Esta divisão compreende também a fabricação de produtos petroquímicos básicos e intermediários.A química fina e suas especialidades, com especificidades tecnológicas próprias, mesmo não compondo um segmento específico da CNAE, pode ser reconstituída, por aproximação, através da agregação das seguintes subclasses de atividades: (2029-1/00), (2051-7/00), (2093-2/00), (2094-1/00), (2110-6/00), (2121-1/01), (2121-1/02), (2121-1/03) e (2122-0/00). "
"C","INDÚSTRIAS DE TRANSFORMAÇÃO","20","FABRICAÇÃO DE PRODUTOS QUÍMICOS","20.3",". Fabricação de resinas e elastômeros","Esta divisão compreende a transformação de matérias-primas orgânicas ou inorgânicas por processos químicos e a formulação de produtos e a produção de gases industriais, fertilizantes, resinas e fibras, defensivos agrícolas e desinfestantes domissanitários, produtos de limpeza e perfumaria, tintas, explosivos e outros produtos químicos.Esta divisão compreende também a fabricação de produtos petroquímicos básicos e intermediários.A química fina e suas especialidades, com especificidades tecnológicas próprias, mesmo não compondo um segmento específico da CNAE, pode ser reconstituída, por aproximação, através da agregação das seguintes subclasses de atividades: (2029-1/00), (2051-7/00), (2093-2/00), (2094-1/00), (2110-6/00), (2121-1/01), (2121-1/02), (2121-1/03) e (2122-0/00). "
"C","INDÚSTRIAS DE TRANSFORMAÇÃO","20","FABRICAÇÃO DE PRODUTOS QUÍMICOS","20.4",". Fabricação de fibras artificiais e sintéticas","Esta divisão compreende a transformação de matérias-primas orgânicas ou inorgânicas por processos químicos e a formulação de produtos e a produção de gases industriais, fertilizantes, resinas e fibras, defensivos agrícolas e desinfestantes domissanitários, produtos de limpeza e perfumaria, tintas, explosivos e outros produtos químicos.Esta divisão compreende também a fabricação de produtos petroquímicos básicos e intermediários.A química fina e suas especialidades, com especificidades tecnológicas próprias, mesmo não compondo um segmento específico da CNAE, pode ser reconstituída, por aproximação, através da agregação das seguintes subclasses de atividades: (2029-1/00), (2051-7/00), (2093-2/00), (2094-1/00), (2110-6/00), (2121-1/01), (2121-1/02), (2121-1/03) e (2122-0/00). "
"C","INDÚSTRIAS DE TRANSFORMAÇÃO","20","FABRICAÇÃO DE PRODUTOS QUÍMICOS","20.5",". Fabricação de defensivos agrícolas e desinfestantes domissanitários","Esta divisão compreende a transformação de matérias-primas orgânicas ou inorgânicas por processos químicos e a formulação de produtos e a produção de gases industriais, fertilizantes, resinas e fibras, defensivos agrícolas e desinfestantes domissanitários, produtos de limpeza e perfumaria, tintas, explosivos e outros produtos químicos.Esta divisão compreende também a fabricação de produtos petroquímicos básicos e intermediários.A química fina e suas especialidades, com especificidades tecnológicas próprias, mesmo não compondo um segmento específico da CNAE, pode ser reconstituída, por aproximação, através da agregação das seguintes subclasses de atividades: (2029-1/00), (2051-7/00), (2093-2/00), (2094-1/00), (2110-6/00), (2121-1/01), (2121-1/02), (2121-1/03) e (2122-0/00). "
"C","INDÚSTRIAS DE TRANSFORMAÇÃO","20","FABRICAÇÃO DE PRODUTOS QUÍMICOS","20.6",". Fabricação de sabões, detergentes, produtos de limpeza, cosméticos, produtos de perfumaria e de higiene pessoal","Esta divisão compreende a transformação de matérias-primas orgânicas ou inorgânicas por processos químicos e a formulação de produtos e a produção de gases industriais, fertilizantes, resinas e fibras, defensivos agrícolas e desinfestantes domissanitários, produtos de limpeza e perfumaria, tintas, explosivos e outros produtos químicos.Esta divisão compreende também a fabricação de produtos petroquímicos básicos e intermediários.A química fina e suas especialidades, com especificidades tecnológicas próprias, mesmo não compondo um segmento específico da CNAE, pode ser reconstituída, por aproximação, através da agregação das seguintes subclasses de atividades: (2029-1/00), (2051-7/00), (2093-2/00), (2094-1/00), (2110-6/00), (2121-1/01), (2121-1/02), (2121-1/03) e (2122-0/00). "
"C","INDÚSTRIAS DE TRANSFORMAÇÃO","20","FABRICAÇÃO DE PRODUTOS QUÍMICOS","20.7",". Fabricação de tintas, vernizes, esmaltes, lacas e produtos afins","Esta divisão compreende a transformação de matérias-primas orgânicas ou inorgânicas por processos químicos e a formulação de produtos e a produção de gases industriais, fertilizantes, resinas e fibras, defensivos agrícolas e desinfestantes domissanitários, produtos de limpeza e perfumaria, tintas, explosivos e outros produtos químicos.Esta divisão compreende também a fabricação de produtos petroquímicos básicos e intermediários.A química fina e suas especialidades, com especificidades tecnológicas próprias, mesmo não compondo um segmento específico da CNAE, pode ser reconstituída, por aproximação, através da agregação das seguintes subclasses de atividades: (2029-1/00), (2051-7/00), (2093-2/00), (2094-1/00), (2110-6/00), (2121-1/01), (2121-1/02), (2121-1/03) e (2122-0/00). "
"C","INDÚSTRIAS DE TRANSFORMAÇÃO","20","FABRICAÇÃO DE PRODUTOS QUÍMICOS","20.9",". Fabricação de produtos e preparados químicos diversos","Esta divisão compreende a transformação de matérias-primas orgânicas ou inorgânicas por processos químicos e a formulação de produtos e a produção de gases industriais, fertilizantes, resinas e fibras, defensivos agrícolas e desinfestantes domissanitários, produtos de limpeza e perfumaria, tintas, explosivos e outros produtos químicos.Esta divisão compreende também a fabricação de produtos petroquímicos básicos e intermediários.A química fina e suas especialidades, com especificidades tecnológicas próprias, mesmo não compondo um segmento específico da CNAE, pode ser reconstituída, por aproximação, através da agregação das seguintes subclasses de atividades: (2029-1/00), (2051-7/00), (2093-2/00), (2094-1/00), (2110-6/00), (2121-1/01), (2121-1/02), (2121-1/03) e (2122-0/00). "
"C","INDÚSTRIAS DE TRANSFORMAÇÃO","21","FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS E FARMACÊUTICOS","21.1",". Fabricação de produtos farmoquímicos","Esta divisão compreende a fabricação de produtos farmoquímicos, a fabricação de medicamentos e de outros produtos farmacêuticos, tais como: curativos impregnados com qualquer substância, preparações anti-sépticas, etc.Esta divisão não compreende a fabricação de alimentos dietéticos, alimentos enriquecidos, complementos alimentares e semelhantes (divisão 10). "
"C","INDÚSTRIAS DE TRANSFORMAÇÃO","21","FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS E FARMACÊUTICOS","21.2",". Fabricação de produtos farmacêuticos","Esta divisão compreende a fabricação de produtos farmoquímicos, a fabricação de medicamentos e de outros produtos farmacêuticos, tais como: curativos impregnados com qualquer substância, preparações anti-sépticas, etc.Esta divisão não compreende a fabricação de alimentos dietéticos, alimentos enriquecidos, complementos alimentares e semelhantes (divisão 10). "
"C","INDÚSTRIAS DE TRANSFORMAÇÃO","22","FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO","22.1",". Fabricação de produtos de borracha","Esta divisão compreende a fabricação de produtos de borracha ou de material plástico. As atividades desta divisão são determinadas pela matéria-prima utilizada.Esta divisão não compreende a fabricação de artigos do vestuário confeccionados através de costura, mesmo que a borracha ou o material plástico sejam o componente principal desses produtos (divisão 14) e a fabricação de calçados de borracha ou de material plástico (divisão 15). "
"C","INDÚSTRIAS DE TRANSFORMAÇÃO","22","FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO","22.2",". Fabricação de produtos de material plástico","Esta divisão compreende a fabricação de produtos de borracha ou de material plástico. As atividades desta divisão são determinadas pela matéria-prima utilizada.Esta divisão não compreende a fabricação de artigos do vestuário confeccionados através de costura, mesmo que a borracha ou o material plástico sejam o componente principal desses produtos (divisão 14) e a fabricação de calçados de borracha ou de material plástico (divisão 15). "
"C","INDÚSTRIAS DE TRANSFORMAÇÃO","23","FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS","23.1",". Fabricação de vidro e de produtos do vidro","Esta divisão compreende a fabricação de produtos relacionados a substâncias minerais, como a fabricação de vidro e produtos de vidro, a fabricação de produtos cerâmicos ou de barro cozido, de cimento, de gesso e de materiais semelhantes.Esta divisão compreende também o aparelhamento e outros trabalhos em pedras e o beneficiamento de minerais não-metálicos quando estas atividades não estão associadas à extração.Esta divisão não compreende o beneficiamento de minerais não-metálicos quando esta atividade está associada à extração (divisão 08) e a fabricação de pedra artificial (p.ex. mármore sintético) (divisão 22). "
"C","INDÚSTRIAS DE TRANSFORMAÇÃO","23","FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS","23.2",". Fabricação de cimento","Esta divisão compreende a fabricação de produtos relacionados a substâncias minerais, como a fabricação de vidro e produtos de vidro, a fabricação de produtos cerâmicos ou de barro cozido, de cimento, de gesso e de materiais semelhantes.Esta divisão compreende também o aparelhamento e outros trabalhos em pedras e o beneficiamento de minerais não-metálicos quando estas atividades não estão associadas à extração.Esta divisão não compreende o beneficiamento de minerais não-metálicos quando esta atividade está associada à extração (divisão 08) e a fabricação de pedra artificial (p.ex. mármore sintético) (divisão 22). "
"C","INDÚSTRIAS DE TRANSFORMAÇÃO","23","FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS","23.3",". Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes","Esta divisão compreende a fabricação de produtos relacionados a substâncias minerais, como a fabricação de vidro e produtos de vidro, a fabricação de produtos cerâmicos ou de barro cozido, de cimento, de gesso e de materiais semelhantes.Esta divisão compreende também o aparelhamento e outros trabalhos em pedras e o beneficiamento de minerais não-metálicos quando estas atividades não estão associadas à extração.Esta divisão não compreende o beneficiamento de minerais não-metálicos quando esta atividade está associada à extração (divisão 08) e a fabricação de pedra artificial (p.ex. mármore sintético) (divisão 22). "
"C","INDÚSTRIAS DE TRANSFORMAÇÃO","23","FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS","23.4",". Fabricação de produtos cerâmicos","Esta divisão compreende a fabricação de produtos relacionados a substâncias minerais, como a fabricação de vidro e produtos de vidro, a fabricação de produtos cerâmicos ou de barro cozido, de cimento, de gesso e de materiais semelhantes.Esta divisão compreende também o aparelhamento e outros trabalhos em pedras e o beneficiamento de minerais não-metálicos quando estas atividades não estão associadas à extração.Esta divisão não compreende o beneficiamento de minerais não-metálicos quando esta atividade está associada à extração (divisão 08) e a fabricação de pedra artificial (p.ex. mármore sintético) (divisão 22). "
"C","INDÚSTRIAS DE TRANSFORMAÇÃO","23","FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS","23.9",". Aparelhamento de pedras e fabricação de outros produtos de minerais não-metálicos","Esta divisão compreende a fabricação de produtos relacionados a substâncias minerais, como a fabricação de vidro e produtos de vidro, a fabricação de produtos cerâmicos ou de barro cozido, de cimento, de gesso e de materiais semelhantes.Esta divisão compreende também o aparelhamento e outros trabalhos em pedras e o beneficiamento de minerais não-metálicos quando estas atividades não estão associadas à extração.Esta divisão não compreende o beneficiamento de minerais não-metálicos quando esta atividade está associada à extração (divisão 08) e a fabricação de pedra artificial (p.ex. mármore sintético) (divisão 22). "
"C","INDÚSTRIAS DE TRANSFORMAÇÃO","24","METALURGIA","24.1",". Produção de ferro-gusa e de ferroligas","Esta divisão compreende a conversão de minérios ferrosos e não-ferrosos em produtos metalúrgicos por meios térmicos, eletrometalúrgicos ou não (fornos, convertedores, etc.), e outras técnicas metalúrgicas de processamento para obtenção de produtos intermediários do processamento de minérios metálicos, tais como gusa, aço líquido, alumina calcinada ou não, mates metalúrgicos de cobre e níquel, etc., a produção de metais em formas primárias ou semi-acabados (lingotes, placas, tarugos, biletes, palanquilhas, etc.), a produção de laminados, relaminados, trefilados, retrefilados (chapas, bobinas, barras, perfis, trilhos, vergalhões, fio-máquina, etc.) e a produção de canos e tubos.Esta divisão compreende também a produção de peças fundidas de metais ferrosos e não-ferrosos e a produção de barras forjadas de aço (laminados longos).Esta divisão não compreende a produção de peças forjadas de metais ferrosos e não-ferrosos (divisão 28). "
"C","INDÚSTRIAS DE TRANSFORMAÇÃO","24","METALURGIA","24.2",". Siderurgia","Esta divisão compreende a conversão de minérios ferrosos e não-ferrosos em produtos metalúrgicos por meios térmicos, eletrometalúrgicos ou não (fornos, convertedores, etc.), e outras técnicas metalúrgicas de processamento para obtenção de produtos intermediários do processamento de minérios metálicos, tais como gusa, aço líquido, alumina calcinada ou não, mates metalúrgicos de cobre e níquel, etc., a produção de metais em formas primárias ou semi-acabados (lingotes, placas, tarugos, biletes, palanquilhas, etc.), a produção de laminados, relaminados, trefilados, retrefilados (chapas, bobinas, barras, perfis, trilhos, vergalhões, fio-máquina, etc.) e a produção de canos e tubos.Esta divisão compreende também a produção de peças fundidas de metais ferrosos e não-ferrosos e a produção de barras forjadas de aço (laminados longos).Esta divisão não compreende a produção de peças forjadas de metais ferrosos e não-ferrosos (divisão 28). "
"C","INDÚSTRIAS DE TRANSFORMAÇÃO","24","METALURGIA","24.3",". Produção de tubos de aço, exceto tubos sem costura","Esta divisão compreende a conversão de minérios ferrosos e não-ferrosos em produtos metalúrgicos por meios térmicos, eletrometalúrgicos ou não (fornos, convertedores, etc.), e outras técnicas metalúrgicas de processamento para obtenção de produtos intermediários do processamento de minérios metálicos, tais como gusa, aço líquido, alumina calcinada ou não, mates metalúrgicos de cobre e níquel, etc., a produção de metais em formas primárias ou semi-acabados (lingotes, placas, tarugos, biletes, palanquilhas, etc.), a produção de laminados, relaminados, trefilados, retrefilados (chapas, bobinas, barras, perfis, trilhos, vergalhões, fio-máquina, etc.) e a produção de canos e tubos.Esta divisão compreende também a produção de peças fundidas de metais ferrosos e não-ferrosos e a produção de barras forjadas de aço (laminados longos).Esta divisão não compreende a produção de peças forjadas de metais ferrosos e não-ferrosos (divisão 28). "
"C","INDÚSTRIAS DE TRANSFORMAÇÃO","24","METALURGIA","24.4",". Metalurgia dos metais não-ferrosos","Esta divisão compreende a conversão de minérios ferrosos e não-ferrosos em produtos metalúrgicos por meios térmicos, eletrometalúrgicos ou não (fornos, convertedores, etc.), e outras técnicas metalúrgicas de processamento para obtenção de produtos intermediários do processamento de minérios metálicos, tais como gusa, aço líquido, alumina calcinada ou não, mates metalúrgicos de cobre e níquel, etc., a produção de metais em formas primárias ou semi-acabados (lingotes, placas, tarugos, biletes, palanquilhas, etc.), a produção de laminados, relaminados, trefilados, retrefilados (chapas, bobinas, barras, perfis, trilhos, vergalhões, fio-máquina, etc.) e a produção de canos e tubos.Esta divisão compreende também a produção de peças fundidas de metais ferrosos e não-ferrosos e a produção de barras forjadas de aço (laminados longos).Esta divisão não compreende a produção de peças forjadas de metais ferrosos e não-ferrosos (divisão 28). "
"C","INDÚSTRIAS DE TRANSFORMAÇÃO","24","METALURGIA","24.5",". Fundição","Esta divisão compreende a conversão de minérios ferrosos e não-ferrosos em produtos metalúrgicos por meios térmicos, eletrometalúrgicos ou não (fornos, convertedores, etc.), e outras técnicas metalúrgicas de processamento para obtenção de produtos intermediários do processamento de minérios metálicos, tais como gusa, aço líquido, alumina calcinada ou não, mates metalúrgicos de cobre e níquel, etc., a produção de metais em formas primárias ou semi-acabados (lingotes, placas, tarugos, biletes, palanquilhas, etc.), a produção de laminados, relaminados, trefilados, retrefilados (chapas, bobinas, barras, perfis, trilhos, vergalhões, fio-máquina, etc.) e a produção de canos e tubos.Esta divisão compreende também a produção de peças fundidas de metais ferrosos e não-ferrosos e a produção de barras forjadas de aço (laminados longos).Esta divisão não compreende a produção de peças forjadas de metais ferrosos e não-ferrosos (divisão 28). "
"C","INDÚSTRIAS DE TRANSFORMAÇÃO","25","FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS","25.1",". Fabricação de estruturas metálicas e obras de caldeiraria pesada","Esta divisão compreende a fabricação de produtos de metal como estruturas metálicas e obras de caldeiraria pesada para diversas aplicações, caldeiras, tanques e reservatórios metálicos utilizados como instalação para armazenamento e uso industrial e a fabricação de produtos de serralheria, forjaria, estamparia, funilaria, metalurgia de pó, artigos de cutelaria, embalagens metálicas e ferramentas.Esta divisão compreende também a fabricação de artefatos metálicos para uso doméstico, a fabricação de armas e munições e os serviços de tratamento de metais.Esta divisão não compreende a manutenção, reparação e instalação realizadas por unidade especializada (divisão 33). "
"C","INDÚSTRIAS DE TRANSFORMAÇÃO","25","FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS","25.2",". Fabricação de tanques, reservatórios metálicos e caldeiras","Esta divisão compreende a fabricação de produtos de metal como estruturas metálicas e obras de caldeiraria pesada para diversas aplicações, caldeiras, tanques e reservatórios metálicos utilizados como instalação para armazenamento e uso industrial e a fabricação de produtos de serralheria, forjaria, estamparia, funilaria, metalurgia de pó, artigos de cutelaria, embalagens metálicas e ferramentas.Esta divisão compreende também a fabricação de artefatos metálicos para uso doméstico, a fabricação de armas e munições e os serviços de tratamento de metais.Esta divisão não compreende a manutenção, reparação e instalação realizadas por unidade especializada (divisão 33). "
"C","INDÚSTRIAS DE TRANSFORMAÇÃO","25","FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS","25.3",". Forjaria, estamparia, metalurgia do pó e serviços de tratamento de metais","Esta divisão compreende a fabricação de produtos de metal como estruturas metálicas e obras de caldeiraria pesada para diversas aplicações, caldeiras, tanques e reservatórios metálicos utilizados como instalação para armazenamento e uso industrial e a fabricação de produtos de serralheria, forjaria, estamparia, funilaria, metalurgia de pó, artigos de cutelaria, embalagens metálicas e ferramentas.Esta divisão compreende também a fabricação de artefatos metálicos para uso doméstico, a fabricação de armas e munições e os serviços de tratamento de metais.Esta divisão não compreende a manutenção, reparação e instalação realizadas por unidade especializada (divisão 33). "
"C","INDÚSTRIAS DE TRANSFORMAÇÃO","25","FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS","25.4",". Fabricação de artigos de cutelaria, de serralheria e ferramentas","Esta divisão compreende a fabricação de produtos de metal como estruturas metálicas e obras de caldeiraria pesada para diversas aplicações, caldeiras, tanques e reservatórios metálicos utilizados como instalação para armazenamento e uso industrial e a fabricação de produtos de serralheria, forjaria, estamparia, funilaria, metalurgia de pó, artigos de cutelaria, embalagens metálicas e ferramentas.Esta divisão compreende também a fabricação de artefatos metálicos para uso doméstico, a fabricação de armas e munições e os serviços de tratamento de metais.Esta divisão não compreende a manutenção, reparação e instalação realizadas por unidade especializada (divisão 33). "
